"accession"	"organism"	"tissue_type"	"cell_type"	"mol_type"	"dev_stage"	"clone"	"collection_date"	"isolate"	"country"	"db_xref"
"HM774260"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G418"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774261"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G419"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774262"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G420"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774263"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G421"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774264"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G422"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774265"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G423"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774266"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G424"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774267"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G425"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774268"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G426"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774269"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G427"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774270"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P06G428"	"2008"	"P06"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774271"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07E01"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774272"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07E02"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774273"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07E03"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774274"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07E04"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774275"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07E05"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774276"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07E06"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774277"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07E07"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774278"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07E09"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774279"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07E10"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774280"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07E11"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774281"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07E12"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774282"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07E13"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774283"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07E37"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774284"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07E49"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774285"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G101"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774286"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G102"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774287"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G103_1i6i"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774288"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G104"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774289"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G105"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774290"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G106"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774291"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G107"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774292"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G108_2d"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774293"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G109"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774294"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G110"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774295"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G111"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774296"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G112"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774297"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G202"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774298"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G205"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774299"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G206"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774300"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G207"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774301"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G208"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774302"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G209"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774303"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G210"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774304"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G401"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774305"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G402"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774306"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G403"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774307"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G404"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774308"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G405"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774309"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G406"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774310"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G407"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774311"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G408"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774312"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G409"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774313"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G410"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774314"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G411"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774315"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G412"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774316"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G413"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774317"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G415"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774318"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G416"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774319"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G417"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774320"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G418"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774321"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P07G419"	"2008"	"P07"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774322"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08E01"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774323"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08E02"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774324"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08E03"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774325"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08E04"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774326"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08E05"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774327"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08E06"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774328"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08E07"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774329"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08E33"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774330"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08E34"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774331"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08E38"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774332"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G101"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774333"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G103"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774334"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G104"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774335"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G105"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774336"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G106"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774337"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G107"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774338"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G108"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774339"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G109"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774340"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G110"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774341"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G111"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774342"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G112"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774343"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G113"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774344"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G114"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774345"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G115"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774346"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G116"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774347"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G117"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774348"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G118"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774349"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G119"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774350"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G120"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774351"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G121"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774352"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G122_3d"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774353"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G123"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774354"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G124"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774355"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G125"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774356"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G126"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774357"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G127"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774358"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G128"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774359"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G129"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774360"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G130"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774361"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G131"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774362"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G132"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774363"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G133_3i"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774364"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G134"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774365"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G135"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774366"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G136"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774367"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G202"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774368"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G203"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774369"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G204_6d"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774370"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G205"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774371"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G206"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774372"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G207"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774373"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G208"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774374"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G209_3d"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774375"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G210"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774376"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G211"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774377"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G212"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774378"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G213"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774379"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G214"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774380"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G215"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774381"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G216"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774382"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G217"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774383"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G218"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774384"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G219"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774385"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G220"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774386"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G221"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774387"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G222"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774388"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G223"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774389"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G224"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774390"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G225"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774391"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G226"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774392"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G227"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774393"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G228"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774394"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G229"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774395"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G230"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774396"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G231_6i"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774397"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G232"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774398"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G233"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774399"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G234"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774400"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G235"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774401"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G236"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774402"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G237"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774403"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G239"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774404"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G240_3i"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774405"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G241"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774406"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G242"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
