"accession"	"organism"	"tissue_type"	"cell_type"	"mol_type"	"dev_stage"	"clone"	"collection_date"	"isolate"	"country"	"db_xref"
"HM774955"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14E17"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774956"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14E19"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774957"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14E20"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774958"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G101"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774959"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G102"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774960"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G103"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774961"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G104"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774962"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G105"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774963"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G106"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774964"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G108"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774965"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G109"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774966"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G110"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774967"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G111"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774968"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G112"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774969"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G113"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774970"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G114"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774971"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G115"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774972"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G116"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774973"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G117"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774974"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G118"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774975"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G119"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774976"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G120"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774977"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G121"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774978"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G123"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774979"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G125"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774980"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G126_3d"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774981"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G127"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774982"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G128"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774983"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G129"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774984"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G130"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774985"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G131"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774986"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G133"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774987"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G134"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774988"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G135"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774989"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G136"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774990"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G137"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774991"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G138"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774992"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G139"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774993"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G142"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774994"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G143"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774995"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G144"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774996"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G145"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774997"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G146"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774998"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G147"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774999"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G148"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775000"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G201"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775001"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G202"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775002"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G203"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775003"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G204"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775004"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G205"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775005"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G206"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775006"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G207"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775007"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G208"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775008"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G209"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775009"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G210"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775010"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G211"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775011"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G212"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775012"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G213"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775013"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G214"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775014"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G215"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775015"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G216"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775016"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G217"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775017"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G218"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775018"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G219"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775019"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G220"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775020"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G221"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775021"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G222"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775022"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G223"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775023"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G224"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775024"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G225"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775025"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G226"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775026"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G227"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775027"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G228"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775028"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G229"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775029"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G230"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775030"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G231"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775031"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G232"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775032"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G233"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775033"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G234"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775034"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G235"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775035"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G236"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775036"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G237"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775037"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G238"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775038"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G301"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775039"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G302"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775040"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G303"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775041"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G304"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775042"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G305"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775043"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G306"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775044"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G307"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775045"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G308"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775046"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G309"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775047"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G310"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775048"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G311"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775049"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G312"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775050"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G313"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775051"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G314"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775052"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G315"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775053"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G316"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775054"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G317"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775055"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G318"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775056"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G319"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775057"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G320"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775058"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G321"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775059"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G322"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775060"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G323"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775061"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G324"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775062"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G325"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775063"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G326"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775064"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G327"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775065"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G328"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775066"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G329"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775067"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G330"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775068"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G401"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775069"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G402"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775070"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G404"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775071"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G405"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775072"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G406"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM775073"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14G408"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
